customer_id,age,gender,annual_income,last_visited_days_ago,session_duration,pages_visited,device,purchase
678,70,female,97173,1,12,11,mobile,1
679,59,nan,84771,26,31,10,tablet,0
680,56,female,178556,,5,14,mobile,1
681,31,female,97865,23,50,1,mobile,0
682,48,female,119074,4,40,16,desktop,1
683,22,male,178187,16,,6,tablet,0
684,52,female,177110,,60,18,tablet,0
685,40,female,56622,27,25,,desktop,0
686,46,female,55886,4,21,,mobile,0
687,,female,160973,22,3,16,mobile,1
688,28,female,76377,20,,5,tablet,0
689,35,male,102910,13,10,12,desktop,0
690,,male,138992,9,23,6,desktop,0
691,29,female,183878,20,17,,tablet,0
692,26,female,168731,6,,16,mobile,0
693,27,male,174525,28,35,11,mobile,0
694,61,female,181570,30,25,12,desktop,0
695,34,male,,7,2,11,mobile,0
696,55,female,21436,29,27,20,mobile,0
697,24,female,47569,7,46,19,mobile,0
698,63,male,136787,6,9,,tablet,1
699,30,female,110485,12,59,,desktop,0
700,57,male,,,49,,tablet,0
701,59,nan,122555,,4,12,tablet,0
702,26,male,160377,10,60,10,mobile,1
703,67,female,52646,1,26,15,desktop,0
704,44,male,96126,16,32,,mobile,0
705,19,male,137922,,29,17,desktop,1
706,22,female,,28,22,,mobile,0
707,46,female,142238,8,47,12,desktop,0
708,54,nan,88659,,,,desktop,0
709,55,female,135341,4,23,8,mobile,1
710,36,female,24158,8,31,20,mobile,0
711,25,female,94236,29,51,17,tablet,0
712,65,male,96067,,41,,tablet,0
713,62,female,178810,24,36,13,desktop,0
714,18,male,29879,6,53,3,mobile,1
715,39,female,156615,29,40,3,mobile,1
716,69,male,132284,,31,7,tablet,0
717,34,male,198996,26,60,18,mobile,0
718,24,female,193420,17,15,7,desktop,1
719,42,female,104117,17,14,2,desktop,0
720,62,male,187751,19,35,7,desktop,0
721,21,female,63888,16,24,2,tablet,0
722,53,female,50276,,30,7,desktop,0
723,23,male,24799,3,30,14,tablet,0
724,48,male,132529,27,27,15,tablet,0
725,36,male,144713,29,49,16,desktop,0
726,61,female,110141,26,40,,tablet,0
727,56,female,135013,21,14,16,tablet,0
728,44,female,187606,15,45,7,desktop,1
729,27,female,51668,21,,,desktop,1
730,43,male,155183,,,,tablet,0
731,36,female,175758,4,59,18,tablet,0
732,56,male,92392,8,47,13,mobile,1
733,20,female,36490,1,44,17,desktop,1
734,62,female,186266,1,26,12,mobile,0
735,30,male,165569,3,56,,tablet,0
736,67,female,137219,30,,10,mobile,0
737,45,female,64104,19,21,7,tablet,0
738,,male,25316,19,9,12,mobile,0
739,45,female,58130,16,,12,tablet,0
740,25,male,127294,19,47,13,tablet,1
741,58,male,49954,27,1,1,tablet,0
742,56,male,133437,20,44,7,desktop,0
743,18,male,172724,,6,16,tablet,1
744,20,female,165250,18,1,16,desktop,0
745,30,female,165823,30,22,16,tablet,0
746,45,female,154116,2,51,16,mobile,1
747,66,male,83165,29,54,14,tablet,0
748,42,nan,162552,4,13,11,tablet,0
749,50,female,194946,9,38,19,mobile,0
750,55,female,86775,,49,11,tablet,0
751,70,female,157638,2,45,,tablet,0
752,23,male,105311,16,41,7,tablet,0
753,61,male,73149,9,40,9,mobile,0
754,62,female,154078,23,31,9,tablet,1
755,49,nan,92561,11,15,14,desktop,1
756,62,female,170495,0,50,10,desktop,0
757,64,female,110710,17,2,16,desktop,0
758,38,female,112199,18,53,18,desktop,0
759,33,male,,21,31,1,mobile,0
760,38,female,47326,19,26,2,tablet,1
761,28,male,137272,3,2,20,desktop,1
762,54,male,51139,14,11,,tablet,0
763,53,female,93638,8,33,,tablet,0
764,52,male,92652,5,18,4,mobile,0
765,36,male,32937,11,21,6,tablet,1
766,37,female,50161,17,59,4,desktop,0
767,35,male,155455,22,31,18,desktop,0
768,,male,105856,14,26,5,mobile,1
769,58,female,90043,28,,11,desktop,1
770,66,female,165807,,39,13,desktop,0
771,31,male,79919,8,21,3,mobile,0
772,32,female,102055,21,49,19,mobile,0
773,48,female,105455,23,16,20,desktop,0
774,18,male,188694,12,7,11,mobile,0
775,70,male,58135,15,22,11,mobile,0
776,20,female,186730,12,7,2,desktop,0
777,33,male,104677,0,2,15,desktop,0
778,40,female,49696,17,37,8,mobile,1
779,28,female,154845,21,14,2,tablet,0
780,29,male,44956,2,8,8,tablet,0
781,27,male,35819,16,29,20,desktop,1
782,49,female,21528,21,,,desktop,1
783,33,female,147781,4,,16,tablet,0
784,,female,106491,28,38,13,mobile,0
785,55,female,64588,24,45,,tablet,0
786,29,male,119152,5,22,14,tablet,0
787,41,female,147872,20,,14,desktop,1
788,45,nan,171583,16,17,1,mobile,0
789,70,male,30119,30,16,1,tablet,0
790,25,nan,95893,16,33,3,mobile,1
791,45,male,36167,26,39,15,desktop,1
792,53,male,130782,0,35,5,tablet,0
793,43,female,150775,6,38,5,desktop,1
794,25,male,54889,,60,4,tablet,0
795,67,male,65678,29,32,14,mobile,0
796,45,nan,,15,53,20,desktop,1
797,45,female,155753,4,3,7,mobile,0
798,54,female,100291,,,15,tablet,0
799,,female,,3,3,11,desktop,0
800,53,female,164762,10,8,14,mobile,1
801,44,nan,45912,13,46,6,mobile,1
802,34,female,26473,28,31,10,tablet,0
803,26,male,192370,12,55,7,desktop,0
804,50,male,169741,26,,10,mobile,0
805,70,female,119500,,,14,desktop,0
806,37,male,172015,26,28,5,desktop,0
807,,male,58785,,15,1,desktop,0
808,45,female,120956,20,,19,desktop,0
809,65,male,139006,30,27,8,tablet,0
810,46,nan,30832,19,42,19,mobile,0
811,30,nan,156457,14,,17,desktop,0
812,63,female,165780,17,59,19,mobile,1
813,52,male,174510,6,40,16,mobile,0
814,23,male,102747,20,18,4,mobile,0
815,35,nan,100107,,,8,tablet,1
816,68,female,85428,24,49,4,desktop,0
817,22,male,106843,,54,13,desktop,0
818,64,male,31002,10,4,7,mobile,0
819,42,female,187225,,21,1,mobile,0
820,19,female,173512,26,47,9,tablet,0
821,27,male,,9,42,4,tablet,0
822,47,male,,,23,14,mobile,1
823,67,male,87963,15,45,9,desktop,0
824,62,male,26563,26,22,3,tablet,0
825,22,nan,25840,7,1,15,desktop,0
826,50,nan,35154,0,25,5,tablet,0
827,18,male,44194,11,54,1,desktop,0
828,35,female,197933,2,54,11,mobile,0
829,49,male,173520,1,41,19,tablet,0
830,64,male,,15,28,,mobile,0
831,,male,180474,3,58,17,tablet,1
832,28,female,24352,1,37,19,mobile,0
833,38,female,20184,11,,17,tablet,0
834,43,male,161456,26,22,5,tablet,0
835,42,male,34319,23,,20,tablet,1
836,39,female,140497,16,55,9,desktop,1
837,44,male,171521,19,25,6,desktop,1
838,66,male,76333,20,53,13,tablet,1
839,30,female,61205,29,21,11,mobile,1
840,50,female,30426,9,36,1,mobile,1
841,,female,27504,19,58,17,tablet,0
842,58,male,136775,7,20,,desktop,0
843,52,male,53368,17,16,3,desktop,1
844,18,male,123841,24,28,16,desktop,1
845,38,nan,136744,17,56,13,desktop,1
846,,female,28724,17,29,12,mobile,0
847,23,male,156156,,50,11,tablet,1
848,,male,,1,26,2,tablet,1
849,34,female,102297,11,40,19,tablet,0
850,22,female,145099,9,2,8,mobile,0
851,48,male,98872,7,49,13,desktop,1
852,22,female,171944,18,10,14,desktop,0
853,55,female,90333,9,,15,mobile,0
854,20,male,22596,10,15,17,mobile,0
855,70,male,,13,9,15,tablet,0
856,40,male,107844,25,27,10,tablet,1
857,54,male,109751,,,1,mobile,0
858,70,female,149817,29,6,12,mobile,0
859,54,female,100520,23,36,9,mobile,0
860,,male,78326,22,50,5,desktop,1
861,27,male,97670,9,24,15,tablet,1
862,36,female,161854,3,,3,mobile,0
863,34,male,193074,6,26,19,mobile,1
864,38,male,44022,10,36,7,desktop,0
865,31,nan,,23,21,7,mobile,0
866,26,male,165690,21,13,7,tablet,0
867,63,nan,168317,21,52,2,desktop,1
868,18,male,103796,2,,2,mobile,0
869,68,female,,4,8,12,tablet,1
870,62,male,165058,,57,5,tablet,0
871,30,male,130704,1,46,4,desktop,0
872,21,female,154598,,46,7,tablet,0
873,18,male,64361,20,48,16,desktop,1
874,66,female,58286,4,14,3,tablet,0
875,57,male,49533,6,33,2,mobile,0
876,49,male,169388,3,,17,desktop,1
877,51,male,159771,29,60,,tablet,0
878,,male,,,52,20,desktop,1
879,48,male,117079,21,1,,tablet,0
880,25,nan,120960,8,11,12,desktop,0
881,56,female,78465,3,6,7,mobile,0
882,43,male,167745,26,32,14,desktop,0
883,,nan,43395,29,15,16,desktop,0
884,20,female,,21,12,1,mobile,0
885,67,female,150704,,37,10,tablet,0
886,29,male,174779,27,29,11,mobile,0
887,18,male,95937,8,,7,desktop,0
888,61,female,149647,25,,18,mobile,1
889,22,male,140650,11,22,19,mobile,0
890,47,nan,,15,,14,desktop,0
891,47,male,111512,0,,17,desktop,0
892,34,female,,7,,19,mobile,0
893,,female,87009,0,5,13,desktop,0
894,64,male,164353,19,35,3,tablet,0
895,40,female,52548,18,25,2,tablet,0
896,32,male,38371,3,50,9,tablet,0
897,54,male,,13,38,7,tablet,0
898,38,nan,170716,22,9,14,mobile,0
899,31,male,174946,28,58,5,mobile,1
900,19,female,34281,13,7,20,mobile,0
901,28,male,173361,8,53,15,desktop,0
902,68,male,156126,8,18,20,mobile,0
903,56,nan,120020,25,2,1,mobile,0
904,55,male,127508,16,52,20,desktop,1
905,51,female,86846,14,10,7,desktop,1
906,55,nan,114682,9,44,5,desktop,1
907,67,female,49312,16,,4,tablet,0
908,51,female,134186,8,60,11,mobile,1
909,35,female,24257,3,45,19,mobile,0
910,47,male,166918,27,8,6,mobile,0
911,32,male,173555,28,58,20,desktop,0
912,44,male,,13,55,18,mobile,0
913,68,male,63188,2,,5,tablet,0
914,,female,164084,28,35,20,mobile,0
915,69,female,53236,24,23,15,mobile,0
916,55,male,65076,20,8,,desktop,0
917,50,male,68402,11,21,6,tablet,0
918,41,male,114467,21,33,4,mobile,1
919,32,male,183148,0,47,17,desktop,0
920,47,nan,100337,0,1,15,tablet,1
921,59,male,135827,12,12,18,tablet,1
922,68,male,94264,13,11,6,desktop,0
923,34,female,37335,15,48,,desktop,0
924,22,female,63773,6,30,19,desktop,0
925,46,female,48570,9,4,12,desktop,0
926,,female,107995,14,34,9,desktop,1
927,27,nan,60658,7,23,8,desktop,0
928,34,nan,,10,32,15,mobile,1
929,27,nan,,23,3,1,desktop,0
930,34,male,78194,13,28,2,desktop,1
931,37,male,131872,12,4,3,tablet,0
932,41,female,185031,22,57,19,tablet,1
933,22,nan,196660,12,50,10,tablet,1
934,51,female,191605,26,12,14,desktop,0
935,23,male,128558,8,24,19,desktop,0
936,70,nan,88582,16,33,11,mobile,0
937,19,male,195590,17,3,6,mobile,1
938,30,female,163775,28,4,19,mobile,0
939,60,nan,69456,18,30,14,mobile,0
940,60,male,75491,12,6,,desktop,0
941,65,male,28043,11,49,2,tablet,0
942,28,male,123212,28,,18,desktop,0
943,68,female,,20,8,4,desktop,0
944,64,male,161248,19,18,3,desktop,0
945,40,female,155008,19,16,2,desktop,0
946,33,male,,30,53,4,tablet,0
947,48,female,102632,7,6,18,tablet,0
948,28,male,108768,23,24,11,mobile,0
949,33,male,145775,10,51,9,desktop,0
950,25,nan,,6,28,8,mobile,1
951,21,male,45909,0,32,8,tablet,0
952,57,male,64158,9,25,,tablet,0
953,21,nan,,14,,,mobile,0
954,,nan,,3,21,7,tablet,0
955,20,female,79331,0,,5,tablet,0
956,49,male,179914,,36,13,desktop,1
957,20,female,168530,29,60,,desktop,0
958,,female,107367,4,9,16,tablet,0
959,46,female,85382,18,40,14,tablet,1
960,49,female,94319,18,21,5,mobile,0
961,67,male,31170,3,51,19,mobile,0
962,68,male,139952,1,,4,tablet,0
963,36,female,100145,6,53,11,desktop,0
964,38,nan,125626,,53,2,desktop,1
965,22,male,196014,12,4,13,mobile,0
966,,male,36208,19,10,16,desktop,0
967,45,female,186250,20,26,,desktop,0
968,59,male,160111,11,40,16,mobile,0
969,39,male,,,3,,mobile,1
970,38,female,157513,1,44,16,desktop,0
971,23,male,,21,58,13,mobile,1
972,18,female,99314,8,,,tablet,0
973,22,nan,197031,,32,15,mobile,1
974,58,female,46862,7,3,7,tablet,0
975,29,male,178345,23,4,18,tablet,0
976,43,male,113949,17,6,20,tablet,1
977,63,female,193572,30,9,2,mobile,0
978,51,female,150223,3,26,8,mobile,1
979,66,female,23956,23,2,10,mobile,0
980,31,female,108789,10,2,10,tablet,0
981,43,nan,109451,,50,11,mobile,1
982,62,female,137782,7,21,,desktop,1
983,44,male,22365,18,22,,desktop,1
984,26,female,92204,7,3,16,mobile,1
985,43,female,156072,5,35,17,tablet,0
986,64,female,77072,,50,,mobile,0
987,39,nan,72499,1,59,18,desktop,1
988,64,male,89211,14,38,17,tablet,0
989,47,male,163979,0,33,12,mobile,1
990,60,male,168408,5,57,15,mobile,0
991,65,female,105220,27,15,7,tablet,0
992,34,male,113847,18,,14,tablet,0
993,,female,129459,3,10,4,desktop,0
994,53,female,97755,12,36,17,mobile,0
995,18,female,88783,14,14,,desktop,0
996,25,female,147851,8,2,6,desktop,1
997,66,female,26472,2,45,10,tablet,0
998,52,female,173452,1,48,15,mobile,0
999,,male,,15,,6,desktop,1
1000,32,male,,17,54,16,desktop,1
1001,64,male,172931,17,37,12,tablet,0
1002,39,male,199474,5,51,19,mobile,1
1003,31,male,159334,,29,16,mobile,0
1004,43,female,,10,35,14,desktop,1
1005,45,male,166626,6,53,6,tablet,1
1006,40,male,27008,22,20,9,mobile,0
1007,,nan,107851,22,21,1,mobile,1
1008,41,female,100799,13,34,8,desktop,1
1009,19,female,36238,,59,7,mobile,0
1010,62,female,37153,,,14,mobile,0
1011,,male,79353,6,53,8,mobile,0
1012,31,male,72092,9,43,11,mobile,0
1013,,male,194224,7,33,,desktop,1
1014,24,male,69104,23,19,19,mobile,0
1015,20,male,175355,13,8,7,mobile,0
1016,64,nan,197501,17,31,6,tablet,1
1017,40,male,48887,4,11,18,desktop,1
1018,63,female,197244,13,8,5,mobile,1
1019,60,male,24355,21,25,19,tablet,0
1020,64,female,53701,,49,11,desktop,0
1021,62,female,192606,21,20,5,mobile,0
1022,35,female,91442,25,,9,tablet,0
1023,55,female,32279,21,7,8,desktop,0
1024,52,male,194563,9,53,11,mobile,1
1025,68,male,140738,25,13,6,tablet,0
1026,32,male,159333,,39,15,desktop,0
1027,42,nan,155546,5,43,6,tablet,0
1028,54,male,111414,8,10,11,tablet,1
1029,45,male,48390,,8,15,mobile,0
1030,27,male,177997,,42,12,tablet,0
1031,56,male,102174,16,54,9,mobile,0
1032,,nan,24787,0,43,10,mobile,0
1033,56,female,63724,13,20,15,tablet,1
1034,39,nan,30663,3,17,17,tablet,0
1035,43,male,167192,,11,16,tablet,0
1036,61,male,173812,27,16,8,tablet,1
1037,42,female,153107,,37,,desktop,0
1038,34,female,120271,2,42,11,mobile,0
1039,30,female,,,32,11,tablet,0
1040,37,male,72335,6,26,6,desktop,0
1041,42,female,63315,,,2,tablet,1
1042,21,female,124922,,52,1,desktop,0
1043,27,female,66627,,37,20,mobile,0
1044,20,female,159375,11,52,6,tablet,0
1045,,female,69334,18,,5,desktop,1
1046,62,male,85700,28,35,9,desktop,1
1047,35,male,59726,17,3,5,mobile,1
1048,64,male,50694,14,31,18,tablet,0
1049,53,nan,182325,28,42,19,tablet,1
1050,64,female,175302,28,7,15,mobile,0
1051,39,male,83545,0,2,15,mobile,0
1052,51,male,167997,24,25,9,mobile,1
1053,64,male,26033,25,40,14,desktop,1
1054,,female,82461,2,12,5,desktop,1
1055,57,nan,22665,24,30,17,mobile,1
1056,66,female,47025,14,54,15,tablet,1
1057,61,nan,174605,30,30,20,desktop,0
1058,36,female,,3,,17,mobile,0
1059,59,nan,97661,14,41,9,desktop,0
1060,58,female,140473,9,11,13,desktop,0
1061,54,male,40998,5,51,13,mobile,1
1062,23,male,81248,12,52,,tablet,1
1063,69,male,124493,6,23,14,tablet,0
1064,43,female,,25,17,7,desktop,1
1065,51,female,99244,29,13,5,tablet,0
1066,62,nan,117031,21,33,12,tablet,1
1067,23,female,132713,0,1,3,mobile,1
1068,54,female,125887,21,60,,mobile,0
1069,50,female,87173,10,40,10,mobile,0
1070,70,male,58734,13,13,1,tablet,0
1071,39,female,,5,38,14,tablet,1
1072,38,female,,,3,1,mobile,0
1073,23,male,159741,18,16,10,tablet,0
1074,23,female,133272,25,42,11,mobile,0
1075,65,male,87902,18,7,20,desktop,0
1076,21,female,142247,26,54,2,desktop,1
1077,47,female,169982,25,53,2,tablet,1
1078,28,female,76959,12,,11,tablet,0
1079,,female,116623,,,8,tablet,0
1080,48,female,151438,7,16,3,tablet,0
1081,41,female,68415,,4,9,desktop,0
1082,26,male,144716,,31,16,mobile,0
1083,20,female,141209,,13,,desktop,0
1084,68,nan,29907,22,27,10,mobile,0
1085,48,female,115825,25,,6,tablet,0
1086,57,male,52780,11,1,20,mobile,0
1087,54,male,55085,22,25,20,mobile,0
1088,53,male,40426,26,,20,mobile,0
1089,41,female,199269,8,50,11,mobile,1
1090,48,female,27485,13,,8,desktop,0
1091,23,nan,69527,5,11,,tablet,1
1092,19,male,144604,,9,1,tablet,1
1093,37,male,111005,12,60,6,mobile,0
1094,45,female,78528,,,8,tablet,0
1095,28,male,140631,10,14,14,desktop,0
1096,21,nan,47799,9,,3,mobile,0
1097,,female,197411,0,,2,tablet,0
1098,23,female,167159,6,3,1,tablet,0
1099,66,male,158518,17,48,11,mobile,1
1100,47,female,114817,22,39,6,desktop,0
1101,55,male,78260,2,27,,mobile,0
1102,68,male,,8,1,7,mobile,1
1103,,nan,175795,28,38,6,tablet,1
1104,32,male,32943,4,,18,tablet,0
1105,28,female,161378,22,6,12,mobile,0
1106,,female,187856,23,,8,mobile,0
1107,43,female,141401,12,42,19,tablet,0
1108,68,female,171527,15,12,5,mobile,1
1109,62,male,181046,15,54,19,desktop,0
1110,61,male,47371,11,51,,mobile,0
1111,22,nan,118746,17,38,12,desktop,0
1112,23,male,121248,10,46,15,mobile,0
1113,43,female,155008,16,35,13,mobile,0
1114,21,male,,6,10,13,mobile,1
1115,36,female,45727,,9,5,tablet,0
1116,37,male,134000,5,23,2,tablet,0
1117,50,male,83969,5,,19,tablet,0
1118,37,male,179440,17,52,8,tablet,1
1119,66,male,88531,18,51,14,tablet,1
1120,29,female,59097,19,,,tablet,1
1121,64,nan,186056,18,47,,mobile,1
1122,18,female,70859,1,9,14,desktop,1
1123,43,female,,2,19,6,tablet,0
1124,31,male,173222,13,8,16,tablet,0
1125,55,male,173133,21,54,4,mobile,0
1126,54,female,180250,24,,7,tablet,0
1127,28,female,,3,5,16,mobile,1
1128,53,male,85696,21,19,4,tablet,0
1129,30,nan,35648,16,46,7,desktop,0
1130,60,female,,27,18,2,tablet,0
1131,20,female,126371,,57,8,tablet,0
1132,50,female,56672,27,29,10,mobile,0
1133,23,male,89109,18,19,2,tablet,0
1134,67,nan,54593,8,6,6,mobile,0
1135,27,female,164858,3,,4,desktop,1
1136,22,female,29815,6,,1,tablet,0
1137,40,female,173038,,43,6,mobile,0
1138,,female,164866,,56,12,desktop,1
1139,61,male,182495,21,5,14,desktop,0
1140,19,female,,29,59,15,mobile,1
1141,30,male,105140,22,8,18,mobile,1
1142,57,female,178907,1,,,tablet,1
1143,,nan,93356,9,37,9,desktop,1
1144,,female,69282,5,43,15,desktop,0
1145,18,male,148451,7,58,18,mobile,0
1146,54,male,141347,14,45,18,desktop,0
1147,26,male,43814,12,38,5,mobile,0
1148,34,nan,,28,37,16,tablet,0
1149,26,female,183818,30,18,9,mobile,0
1150,28,nan,101673,27,26,3,tablet,1
1151,32,male,71940,21,42,12,mobile,0
1152,41,female,106796,1,16,14,tablet,0
1153,55,male,56476,19,22,1,desktop,0
1154,52,female,177355,0,46,9,mobile,1
1155,,male,152841,14,,9,mobile,1
1156,48,male,62278,6,,20,mobile,0
1157,66,male,198066,23,3,13,tablet,1
1158,22,female,35634,,,8,mobile,0
1159,61,female,146259,17,12,11,mobile,0
1160,67,male,162037,9,23,14,desktop,0
1161,31,female,178638,14,47,16,mobile,0
1162,70,female,72196,4,11,11,mobile,1
1163,28,female,118679,26,42,19,mobile,0
1164,26,female,199357,23,52,10,mobile,0
1165,51,nan,150861,10,47,8,desktop,1
1166,29,female,39420,7,50,11,mobile,1
1167,52,female,176308,30,57,8,mobile,0
1168,,nan,26218,20,46,20,desktop,0
1169,,female,144283,7,29,10,tablet,0
1170,57,female,84057,29,57,17,tablet,0
1171,39,female,98609,,6,11,desktop,1
1172,46,male,162298,,,12,desktop,0
1173,25,male,143108,,16,10,tablet,1
1174,28,female,30046,4,34,20,mobile,0
1175,58,female,137462,12,51,17,tablet,0
1176,54,male,129345,13,,3,mobile,1
1177,,male,,10,11,7,desktop,0
1178,47,male,149980,19,11,,desktop,0
1179,52,female,156037,20,53,17,desktop,1
1180,38,female,37373,11,25,8,tablet,0
1181,54,nan,65452,19,58,19,desktop,0
1182,22,female,26654,0,19,14,tablet,0
1183,36,female,182352,2,32,5,mobile,0
1184,31,female,143319,7,50,19,mobile,1
1185,43,female,,22,58,13,mobile,1
1186,21,female,46583,11,8,18,desktop,0
1187,42,female,114242,14,55,11,mobile,1
1188,62,female,157432,22,12,12,desktop,0
1189,,male,73968,26,41,8,tablet,1
1190,42,nan,154815,2,35,12,desktop,1
1191,35,male,,24,6,1,mobile,0
1192,57,male,183223,,21,18,desktop,1
1193,25,nan,151590,21,53,2,desktop,0
1194,56,male,36652,7,26,12,tablet,0
1195,57,male,133114,23,56,19,desktop,0
1196,31,male,122489,18,1,7,mobile,1
1197,49,male,193420,19,17,7,desktop,1
1198,68,female,97001,29,35,1,desktop,0
1199,,female,144269,5,27,18,mobile,0
1200,50,male,96757,17,50,8,desktop,0
1201,40,female,44395,27,50,10,tablet,0
1202,32,nan,153407,27,2,1,mobile,0
1203,50,male,121978,10,36,15,mobile,0
1204,42,male,151572,11,1,15,desktop,0
1205,34,male,144541,22,10,4,tablet,0
1206,,female,28083,1,,10,tablet,0
1207,64,female,126598,26,57,8,mobile,0
1208,19,male,156615,4,37,14,mobile,1
1209,31,female,116171,27,5,13,desktop,0
1210,70,female,140423,3,41,17,mobile,0
1211,57,female,26613,8,46,7,tablet,0
1212,57,male,130033,12,53,6,desktop,0
1213,68,female,191612,12,13,9,desktop,1
1214,,female,,14,45,20,tablet,0
1215,68,female,177327,1,59,20,tablet,0
1216,23,female,105666,22,24,8,mobile,1
1217,23,female,42068,12,27,14,tablet,1
1218,20,female,69057,6,1,20,desktop,1
1219,24,female,,22,49,3,desktop,0
1220,68,male,171619,16,20,13,tablet,0
1221,25,nan,105237,7,8,9,mobile,0
1222,59,female,25769,17,3,9,desktop,0
1223,69,male,,14,49,,mobile,0
1224,32,female,81340,14,32,6,tablet,1
